,NumberOfBHK,Price,Transaction,Availability,PostedBy,ReraApproved,AreaName,BuiltUpArea_sqft
0,3,6999000,Resale,Ready To Move,Individual,No, Jigani,1228
1,3,10500000,Resale,Ready To Move,Individual,Yes, Thanisandra,1515
2,3,5800000,New Property,Ready To Move,Individual,No, TC Palya,1500
3,3,18000000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1585
4,3,18500000,Resale,Ready To Move,Individual,Yes, Sarjapur,1536
5,2,9000000,Resale,Ready To Move,Individual,No, Yelahanka New Town,1076
6,3,8500000,Resale,Ready To Move,Broker,No, Bannerghatta Jigani Road,1691
7,3,20700000,New Property,Ready To Move,Broker,Yes, Chikkagubbi Village,1899
8,3,12300000,New Property,Ready To Move,Broker,Yes, Hennur Bagalur Road,1900
9,3,12500000,Resale,Ready To Move,Individual,No, Muthanallur,1900
10,4,27600000,New Property,Ready To Move,Broker,Yes, Thanisandra Ma,2553
11,2,6100000,Resale,Ready To Move,Broker,No, Narayanapura,1535
12,2,7200000,New Property,Ready To Move,Broker,Yes, Hennur,1152
13,3,15800000,New Property,Ready To Move,Broker,Yes, Hoodi,1825
14,3,16000000,New Property,Ready To Move,Broker,Yes, Whitefield,1399
15,3,29000000,New Property,Ready To Move,Broker,Yes, Whitefield,1825
16,3,11600000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1455
17,3,16000000,New Property,Ready To Move,Broker,Yes, Chikkavaderapura,1680
18,3,8900000,New Property,Ready To Move,Broker,Yes, Samethanahalli,1221
19,3,10800000,New Property,Ready To Move,Broker,Yes, Mysore Road,1360
20,2,7714000,New Property,Ready To Move,Broker,Yes, Mysore Road,980
21,4,52900000,New Property,Ready To Move,Broker,Yes, Jakkur,5263
22,4,20000000,New Property,Ready To Move,Broker,Yes, Devanahalli,2100
23,2,9517000,New Property,Ready To Move,Broker,Yes, Gangamma Circle,1230
24,4,20000000,New Property,Ready To Move,Broker,Yes, Budigere Cross,3053
25,3,20800000,New Property,Ready To Move,Broker,Yes, Bellandur,1665
26,2,15700000,New Property,Ready To Move,Broker,Yes, Bannerghatta Road,1335
27,2,5599000,Resale,29-Dec-2024,Individual,No, Electronic City Phase I,1200
28,3,6664000,New Property,Ready To Move,Broker,Yes, Whitefield,1750
29,3,9900000,New Property,Ready To Move,Broker,Yes, Whitefield,1150
30,3,9650000,New Property,Ready To Move,Broker,Yes, Devanahalli,1273
31,3,6664000,New Property,Ready To Move,Broker,Yes, Whitefield,1750
32,3,11100000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1100
33,3,9863000,New Property,Ready To Move,Broker,Yes, Whitefield,1110
34,3,8389000,New Property,Ready To Move,Broker,Yes, Devanahalli,1273
35,3,9872000,New Property,Ready To Move,Broker,Yes, Devanahalli,1498
36,3,9863000,New Property,Ready To Move,Broker,Yes, Whitefield,1110
37,2,6839000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,680
38,2,4957000,New Property,Ready To Move,Broker,Yes, Whitefield,600
39,2,7271000,New Property,Ready To Move,Broker,Yes, Whitefield,880
40,3,15000000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1314
41,2,6649000,New Property,Ready To Move,Broker,Yes, Devanahalli,1009
42,2,12700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1215
43,3,11600000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1455
44,2,12200000,New Property,Ready To Move,Broker,Yes, Banashankari 6th Stage,1165
45,2,27600000,New Property,Ready To Move,Broker,Yes, Jayanagar,1730
46,2,6100000,Resale,Ready To Move,Broker,No, Narayanapura,1535
47,3,13400000,New Property,Ready To Move,Broker,Yes, Whitefield,1645
48,3,13000000,New Property,Ready To Move,Broker,Yes, Whitefield,1480
49,4,26000000,New Property,Ready To Move,Broker,Yes, Thanisandra Ma,2600
50,2,9573000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,907
51,2,6570000,New Property,Ready To Move,Broker,Yes, Devanahalli,997
52,4,64800000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,3600
53,4+,108500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,6027
54,4+,50000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,7794
55,4,102200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,5676
56,2,64000000,Resale,Ready To Move,Individual,No, Uttarahalli,1096
57,3,11100000,New Property,Ready To Move,Broker,No, Kanakapura Road,1100
58,2,7271000,New Property,Ready To Move,Broker,No, Whitefield,880
59,4,102200000,New Property,Ready To Move,Broker,No, Sarjapur Road,5676
60,4,64800000,New Property,Ready To Move,Broker,No, Sarjapur Road,3600
61,2,6570000,New Property,Ready To Move,Broker,No, Devanahalli,997
62,4+,14000000,New Property,Ready To Move,Broker,No, Sarjapur Road,7794
63,3,9650000,New Property,Ready To Move,Broker,Yes, Devanahalli,1273
64,3,18400000,New Property,Ready To Move,Broker,Yes, Whitefield,1690
65,4,31700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,2550
66,4+,55000000,New Property,Ready To Move,Broker,Yes, Kundalahalli,4877
67,2,18000000,New Property,Ready To Move,Broker,Yes, Thanisandra,1280
68,3,23000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,2000
69,4+,108500000,New Property,Ready To Move,Broker,No, Sarjapur Road,6027
70,3,15000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1314
71,2,6649000,New Property,Ready To Move,Broker,No, Devanahalli,1009
72,3,8389000,New Property,Ready To Move,Broker,No, Devanahalli,1273
73,4+,35000000,New Property,Ready To Move,Broker,No, Kanakapura Road,2140
74,4+,31000000,New Property,Ready To Move,Broker,No, Whitefield,2200
75,3,36000000,Resale,Ready To Move,Broker,No, Mavalli,2250
76,4+,52000000,New Property,Ready To Move,Broker,No, Whitefield,3500
77,3,13500000,New Property,Ready To Move,Broker,No, Kanakapura Road,2221
78,3,25800000,Resale,Ready To Move,Broker,No, Whitefield,1905
79,3,55000000,New Property,Ready To Move,Broker,No, Marathahalli,2530
80,3,9100000,New Property,Ready To Move,Broker,No, Kengeri,1481
81,2,7200000,Resale,Ready To Move,Broker,No, Kengeri,1199
82,3,20000000,New Property,Ready To Move,Broker,No, Hennur Road,1597
83,2,3200000,New Property,Ready To Move,Broker,No, Jigani,792
84,4,80000000,New Property,Ready To Move,Broker,Yes, Hebbal,5098
85,3,9172000,New Property,Ready To Move,Broker,Yes, Bellandur,1350
86,3,21000000,New Property,Ready To Move,Broker,Yes, JP Nagar Phase 6,2073
87,2,8068000,New Property,Ready To Move,Broker,Yes, Mysore Road,1030
88,2,7200000,New Property,Ready To Move,Broker,Yes, Hennur,1152
89,4,62700000,New Property,Ready To Move,Broker,No, Old Madras Road,4065
90,2,12000000,Resale,Ready To Move,Broker,No, Hennur Road,1250
91,4,17500000,Resale,Ready To Move,Broker,No, Chandapura,2500
92,4,18000000,New Property,Ready To Move,Broker,No, Chandapura,2500
93,4+,65000000,New Property,Ready To Move,Broker,No, Hebbal,3210
94,3,13000000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1430
95,4+,40000000,New Property,Ready To Move,Broker,No, Whitefield,2555
96,3,21700000,New Property,Ready To Move,Broker,No, Hennur Road,1640
97,3,25000000,New Property,Ready To Move,Broker,No, Whitefield,1750
98,3,23000000,Resale,Ready To Move,Broker,No, Whitefield,1815
99,4+,65000000,Resale,Ready To Move,Broker,No, Hebbal,3225
100,3,25000000,Resale,Ready To Move,Broker,No, Whitefield,1755
101,3,16500000,Resale,Ready To Move,Broker,No, Whitefield,1580
102,4+,26000000,New Property,Ready To Move,Broker,No, Whitefield,2580
103,4+,55000000,New Property,Ready To Move,Broker,No, Mavalli,1380
104,3,19300000,New Property,Ready To Move,Broker,No, Whitefield,1855
105,2,6000000,New Property,Ready To Move,Broker,Yes, Kengeri,1199
106,4,31800000,New Property,Ready To Move,Broker,Yes, Bannerghatta Road,2700
107,2,11500000,New Property,Ready To Move,Broker,Yes, Whitefield,1390
108,4,86200000,New Property,Ready To Move,Broker,Yes, Jayanagar,5219
109,3,36800000,New Property,Ready To Move,Broker,Yes, Whitefield,2796
110,4+,41800000,New Property,Ready To Move,Broker,Yes, Jakkur,4250
111,2,12000000,Resale,Ready To Move,Broker,No, Hennur Road,1250
112,2,3200000,New Property,Ready To Move,Broker,No, Jigani,792
113,4,17500000,Resale,Ready To Move,Broker,No, Chandapura,2500
114,4,18000000,New Property,Ready To Move,Broker,No, Chandapura,2500
115,3,13000000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1430
116,4+,65000000,New Property,Ready To Move,Broker,No, Hebbal,3210
117,3,21700000,New Property,Ready To Move,Broker,No, Hennur Road,1640
118,3,25000000,Resale,Ready To Move,Broker,No, Whitefield,1755
119,3,21000000,New Property,Ready To Move,Broker,No, Whitefield,1660
120,4+,40000000,New Property,Ready To Move,Broker,No, Whitefield,2555
121,3,19300000,New Property,Ready To Move,Broker,No, Whitefield,1855
122,3,13400000,Resale,Ready To Move,Broker,No, Hebbal,1440
123,4+,65000000,Resale,Ready To Move,Broker,No, Hebbal,3225
124,3,25000000,New Property,Ready To Move,Broker,No, Whitefield,1750
125,4+,26000000,New Property,Ready To Move,Broker,No, Whitefield,2580
126,2,12100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1310
127,3,16400000,New Property,Ready To Move,Broker,Yes, JP Nagar,1580
128,3,41400000,New Property,Ready To Move,Broker,Yes, Whitefield,3160
129,2,12100000,New Property,Ready To Move,Broker,Yes, Yeshwanthpur,1260
130,2,9279000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,985
131,3,48000000,New Property,Ready To Move,Broker,Yes, Off Bannerghatta Road,3292
132,4+,48900000,New Property,Ready To Move,Broker,No, Kannamangala,5120
133,4,25600000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,3710
134,3,13100000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1921
135,3,22800000,Resale,Ready To Move,Broker,No, Bannerghatta Road,1512
136,3,17700000,Resale,Ready To Move,Broker,No, Sarjapur Road,1523
137,4,32300000,Resale,Ready To Move,Broker,No, Whitefield,1743
138,4,20700000,New Property,Ready To Move,Broker,No, Sarjapur Road,2112
139,2,17700000,Resale,Ready To Move,Broker,No, Whitefield,962
140,3,26100000,New Property,Ready To Move,Broker,No, Chikkavaderapura,2027
141,3,10100000,Resale,Ready To Move,Broker,No, Whitefield,1110
142,2,6848000,Resale,Ready To Move,Broker,No, Devanahalli,1009
143,2,21300000,New Property,Ready To Move,Broker,No, Whitefield,959
144,3,19100000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1265
145,3,25900000,New Property,Ready To Move,Broker,No, Whitefield,2231
146,3,9812000,New Property,Ready To Move,Broker,No, Whitefield,1191
147,3,24400000,New Property,Ready To Move,Broker,Yes, Bannerghatta Road,1920
148,2,12900000,New Property,Ready To Move,Broker,Yes, Chikkavaderapura,1345
149,4,27500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,2400
150,2,6313000,Resale,Ready To Move,Broker,Yes, Varthur Road,1070
151,3,14400000,New Property,Ready To Move,Broker,Yes, Whitefield,1765
152,4,73900000,New Property,Ready To Move,Broker,Yes, Jayanagar,4466
153,4,66700000,Resale,Ready To Move,Broker,No, Sarjapur Road,3600
154,4+,48900000,New Property,Ready To Move,Broker,No, Kannamangala,5120
155,4,32300000,Resale,Ready To Move,Broker,No, Whitefield,1743
156,3,33400000,New Property,Ready To Move,Broker,No, Bellandur,2700
157,4,20700000,New Property,Ready To Move,Broker,No, Sarjapur Road,2112
158,3,26100000,New Property,Ready To Move,Broker,No, Chikkavaderapura,2027
159,3,17700000,Resale,Ready To Move,Broker,No, Sarjapur Road,1523
160,3,22800000,Resale,Ready To Move,Broker,No, Bannerghatta Road,1512
161,4+,31900000,New Property,Ready To Move,Broker,No, Kanakapura Road,2459
162,4+,111700000,Resale,Ready To Move,Broker,No, Sarjapur Road,6027
163,2,21300000,New Property,Ready To Move,Broker,No, Whitefield,959
164,3,19100000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1265
165,2,17700000,Resale,Ready To Move,Broker,No, Whitefield,962
166,2,6848000,Resale,Ready To Move,Broker,No, Devanahalli,1009
167,3,10100000,Resale,Ready To Move,Broker,No, Whitefield,1110
168,4,30000000,New Property,Ready To Move,Broker,Yes, Devanahalli,2800
169,3,12100000,New Property,Ready To Move,Broker,Yes, Samethanahalli,1571
170,4,31800000,New Property,Ready To Move,Broker,Yes, Bannerghatta Road,2700
171,4,41700000,New Property,Ready To Move,Broker,Yes, Whitefield,3556
172,1,4516000,Resale,Ready To Move,Broker,Yes, Sarjapur Road,666
173,4,33500000,New Property,Ready To Move,Broker,Yes, Whitefield,2115
174,4,33000000,Resale,Ready To Move,Broker,No, Whitefield,2616
175,3,15800000,New Property,Ready To Move,Broker,No, Sarjapur Road,1661
176,4,34000000,Resale,Ready To Move,Broker,No, Sarjapur Road,3000
177,3,55000000,New Property,Ready To Move,Broker,No, Marathahalli,2530
178,3,9100000,New Property,Ready To Move,Broker,No, Kengeri,1481
179,2,20100000,New Property,Ready To Move,Broker,No, Whitefield,938
180,3,20000000,New Property,Ready To Move,Broker,No, Hennur Road,1597
181,4+,25000000,Resale,Ready To Move,Broker,No, Sarjapur Road,3500
182,3,15000000,New Property,Ready To Move,Broker,No, Whitefield,922
183,2,12000000,Resale,Ready To Move,Broker,No, Hennur Road,1250
184,3,17900000,New Property,Ready To Move,Broker,No, Chikkavaderapura,1990
185,3,15000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1314
186,3,14500000,Resale,Ready To Move,Broker,No, Sahakara Nagar,1481
187,3,17300000,Resale,Ready To Move,Broker,No, Chikkavaderapura,1424
188,2,6570000,Resale,Ready To Move,Broker,No, Devanahalli,997
189,4,20000000,New Property,Ready To Move,Broker,Yes, Budigere Cross,3053
190,3,14800000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
191,2,12100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1310
192,4,80200000,New Property,Ready To Move,Broker,Yes, Hebbal,5260
193,3,12000000,New Property,Ready To Move,Broker,Yes, Electronic City,1565
194,2,5499000,Resale,Ready To Move,Broker,Yes, Bagaluru,955
195,2,7489000,Resale,Ready To Move,Broker,No, Whitefield,880
196,4,26700000,New Property,Ready To Move,Broker,No, Whitefield,2580
197,3,16200000,New Property,Ready To Move,Broker,No, Sarjapur Road,1661
198,3,30700000,Resale,Ready To Move,Broker,No, Whitefield,1596
199,3,6863000,New Property,Ready To Move,Broker,No, Whitefield,1750
200,4,37500000,New Property,Ready To Move,Broker,No, Whitefield,2560
201,3,28300000,New Property,Ready To Move,Broker,No, Whitefield,2005
202,3,17300000,New Property,Ready To Move,Broker,No, Whitefield,1655
203,2,7505000,New Property,Ready To Move,Broker,No, Whitefield,911
204,2,16600000,New Property,Ready To Move,Broker,No, Whitefield,1203
205,3,23300000,New Property,Ready To Move,Broker,No, Kanakapura Road,1938
206,4,21900000,New Property,Ready To Move,Broker,No, Sarjapur Road,2244
207,3,10500000,Resale,Ready To Move,Broker,No, Whitefield,901
208,3,16700000,Resale,Ready To Move,Broker,No, Sarjapur Road,1437
209,3,2523000,New Property,Ready To Move,Broker,No, Whitefield,1303
210,4,97000000,New Property,Ready To Move,Broker,Yes, Hebbal,5410
211,4,34100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,2740
212,2,10300000,New Property,Ready To Move,Broker,Yes, Bellandur,1085
213,3,14600000,New Property,Ready To Move,Broker,Yes, Vijaya Nagar,1490
214,2,16300000,New Property,Ready To Move,Broker,Yes, JP Nagar,1570
215,4,23500000,New Property,Ready To Move,Broker,Yes, Budigere Cross,2544
216,4,19000000,New Property,Ready To Move,Broker,No, Dommasandra Varthur Road,3000
217,4,21200000,Resale,Ready To Move,Broker,No, Sarjapur Attibele Road,2507
218,4,26100000,Resale,Ready To Move,Broker,No, Sarjapur,3485
219,4+,60000000,New Property,Ready To Move,Broker,No, Kanakapura Road,5000
220,3,13500000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1996
221,4+,110000000,New Property,Ready To Move,Broker,No, Whitefield,4640
222,3,32500000,New Property,Ready To Move,Broker,No, Bellandur,2700
223,4+,62500000,New Property,Ready To Move,Broker,No, Devanahalli,4280
224,4+,80000000,Resale,Ready To Move,Broker,No, Whitefield,3328
225,4,21000000,Resale,Ready To Move,Broker,No, Sarjapur,3240
226,4+,38000000,New Property,Ready To Move,Broker,No, Kanakapura Road,2966
227,4+,31000000,New Property,Ready To Move,Broker,No, Kanakapura Road,2459
228,3,24200000,New Property,Ready To Move,Broker,No, Whitefield,1815
229,2,14500000,New Property,Ready To Move,Broker,No, Rachenahalli,1290
230,3,11300000,New Property,Ready To Move,Broker,No, Whitefield,1003
231,3,22700000,New Property,Ready To Move,Broker,Yes, Devanahalli,2540
232,3,36300000,New Property,Ready To Move,Broker,Yes, Whitefield,2757
233,3,11300000,New Property,Ready To Move,Broker,Yes, Electronic City,1445
234,3,48000000,New Property,Ready To Move,Broker,Yes, Off Bannerghatta Road,3292
235,3,16000000,New Property,Ready To Move,Broker,Yes, Whitefield,1399
236,3,11200000,New Property,Ready To Move,Broker,Yes, Devanahalli,1498
237,3,33400000,New Property,Ready To Move,Broker,No, Bellandur,2700
238,4,66700000,Resale,Ready To Move,Broker,No, Sarjapur Road,3600
239,4,25600000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,3710
240,3,13100000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1921
241,4+,48900000,New Property,Ready To Move,Broker,No, Kannamangala,5120
242,4+,111700000,Resale,Ready To Move,Broker,No, Sarjapur Road,6027
243,4,32300000,Resale,Ready To Move,Broker,No, Whitefield,1743
244,3,26100000,New Property,Ready To Move,Broker,No, Chikkavaderapura,2027
245,3,17700000,Resale,Ready To Move,Broker,No, Sarjapur Road,1523
246,3,22800000,Resale,Ready To Move,Broker,No, Bannerghatta Road,1512
247,2,8534000,New Property,Ready To Move,Broker,No, Whitefield,729
248,3,8640000,New Property,Ready To Move,Broker,No, Devanahalli,1273
249,3,33800000,Resale,Ready To Move,Broker,No, Whitefield,2401
250,4,13400000,New Property,Ready To Move,Broker,No, Sarjapur Road,1511
251,4+,25700000,New Property,Ready To Move,Broker,No, Sarjapur Road,3500
252,3,7000000,Resale,Ready To Move,Broker,Yes, Bagaluru,1224
253,2,12900000,New Property,Ready To Move,Broker,Yes, Chikkavaderapura,1345
254,3,13400000,New Property,Ready To Move,Broker,Yes, Whitefield,1645
255,2,10400000,New Property,Ready To Move,Broker,Yes, Electronic City,1330
256,2,10700000,New Property,Ready To Move,Broker,Yes, Gunjur,1225
257,2,6313000,Resale,Ready To Move,Broker,Yes, Varthur Road,1070
258,4,28900000,New Property,Ready To Move,Broker,No, Chikkavaderapura,2491
259,2,17000000,Resale,Ready To Move,Broker,No, Whitefield,1466
260,4,34600000,Resale,Ready To Move,Broker,No, Whitefield,2451
261,3,16700000,Resale,Ready To Move,Broker,No, Sarjapur Road,1437
262,3,18400000,New Property,Ready To Move,Broker,No, Chikkavaderapura,1990
263,3,15400000,New Property,Ready To Move,Broker,No, Whitefield,922
264,2,11800000,New Property,Ready To Move,Broker,No, Devanahalli,1211
265,3,28800000,Resale,Ready To Move,Broker,No, Whitefield,1275
266,4,35000000,Resale,Ready To Move,Broker,No, Sarjapur Road,3000
267,2,21400000,Resale,Ready To Move,Broker,No, Whitefield,1547
268,3,24900000,New Property,Ready To Move,Broker,No, Whitefield,1815
269,3,17800000,New Property,Ready To Move,Broker,No, Chikkavaderapura,1424
270,2,6767000,New Property,Ready To Move,Broker,No, Devanahalli,997
271,4,41900000,Resale,Ready To Move,Broker,No, Whitefield,2968
272,2,7505000,New Property,Ready To Move,Broker,No, Whitefield,911
273,2,9279000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,985
274,4+,55000000,New Property,Ready To Move,Broker,Yes, Kundalahalli,4877
275,3,48000000,New Property,Ready To Move,Broker,Yes, Off Bannerghatta Road,3292
276,4,93700000,New Property,Ready To Move,Broker,Yes, Hebbal,5246
277,2,13800000,New Property,Ready To Move,Broker,Yes, Whitefield,1294
278,4,34100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,2740
279,2,8500000,New Property,Ready To Move,Broker,No, Whitefield,880
280,3,17200000,Resale,Ready To Move,Broker,No, Sarjapur Road,1523
281,2,9900000,New Property,Ready To Move,Broker,No, Whitefield,1000
282,2,7287000,New Property,Ready To Move,Broker,No, Whitefield,911
283,3,18000000,Resale,Ready To Move,Broker,No, Sarjapur Road,1661
284,3,20100000,Resale,Ready To Move,Broker,No, Sarjapur Road,1865
285,2,9160000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1270
286,2,10000000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1395
287,3,19500000,New Property,Ready To Move,Broker,No, Rachenahalli,1785
288,4+,100000000,Resale,Ready To Move,Broker,No, Whitefield,5385
289,3,15300000,Resale,Ready To Move,Broker,No, Sarjapur Road,1275
290,3,2450000,New Property,Ready To Move,Broker,No, Whitefield,1303
291,3,13000000,New Property,Ready To Move,Broker,No, Whitefield,1480
292,4,25200000,Resale,Ready To Move,Broker,No, Whitefield,1895
293,3,11600000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1630
294,4,25000000,New Property,Ready To Move,Broker,Yes, JP Nagar Phase 6,2400
295,2,11500000,New Property,Ready To Move,Broker,Yes, Whitefield,1390
296,3,10600000,New Property,Ready To Move,Broker,Yes, Begur Road,1518
297,3,32300000,New Property,Ready To Move,Broker,Yes, Jayanagar,2037
298,2,7700000,New Property,Ready To Move,Broker,Yes, Gopasandra,1326
299,2,12600000,New Property,Ready To Move,Broker,Yes, Whitefield,1535
300,4,64800000,Resale,Ready To Move,Broker,No, Sarjapur Road,3600
301,4,19000000,Resale,Ready To Move,Broker,No, Sarjapur,3000
302,4+,37000000,Resale,Ready To Move,Broker,No, Kanakapura Road,2976
303,4+,50000000,New Property,Ready To Move,Broker,No, Sarjapur Road,7794
304,4+,32500000,New Property,Ready To Move,Broker,No, Kanakapura Road,2671
305,4,20300000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,3030
306,4,21000000,Resale,Ready To Move,Broker,No, Sarjapur Road,3240
307,4,29300000,New Property,Ready To Move,Broker,No, Sarjapur,3901
308,4,26000000,New Property,Ready To Move,Broker,No, Whitefield,2580
309,2,8500000,New Property,Ready To Move,Broker,No, Whitefield,880
310,3,17200000,Resale,Ready To Move,Broker,No, Sarjapur Road,1523
311,2,6105000,New Property,Ready To Move,Broker,No, Devanahalli,629
312,3,19500000,New Property,Ready To Move,Broker,No, Rachenahalli,1785
313,3,31800000,New Property,Ready To Move,Broker,No, Whitefield,1738
314,2,9160000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1270
315,1,3800000,New Property,Ready To Move,Broker,No, Bagaluru,600
316,3,28800000,New Property,Ready To Move,Broker,Yes, Bannerghatta Road,2270
317,3,9650000,New Property,Ready To Move,Broker,Yes, Devanahalli,1273
318,2,12200000,New Property,Ready To Move,Broker,Yes, Banashankari 6th Stage,1165
319,2,6313000,Resale,Ready To Move,Broker,Yes, Varthur Road,1070
320,2,10700000,New Property,Ready To Move,Broker,Yes, Gunjur,1225
321,2,7044000,New Property,Ready To Move,Broker,No, Kanakapura Road,680
322,4,20600000,Resale,Ready To Move,Broker,No, Sarjapur Road,2600
323,4,32700000,Resale,Ready To Move,Broker,No, Sarjapur Attibele Road,3997
324,4,21000000,Resale,Ready To Move,Broker,No, Sarjapur Road,3240
325,4+,14000000,Resale,Ready To Move,Broker,No, Sarjapur Road,7794
326,4,71000000,Resale,Ready To Move,Broker,No, Seegehalli,3400
327,4,19000000,Resale,Ready To Move,Broker,No, Sarjapur,3000
328,4+,37000000,Resale,Ready To Move,Broker,No, Kanakapura Road,2976
329,4,64800000,Resale,Ready To Move,Broker,No, Sarjapur Road,3600
330,4,24900000,Resale,Ready To Move,Broker,No, Sarjapur Attibele Road,3710
331,4,26100000,Resale,Ready To Move,Broker,No, Sarjapur,3485
332,4+,60000000,New Property,Ready To Move,Broker,No, Kanakapura Road,5000
333,4,21200000,Resale,Ready To Move,Broker,No, Sarjapur Attibele Road,2507
334,3,13500000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1996
335,4+,33500000,Resale,Ready To Move,Broker,No, Kanakapura Road,2655
336,4+,55000000,New Property,Ready To Move,Broker,Yes, Kundalahalli,4877
337,3,11300000,New Property,Ready To Move,Broker,Yes, Electronic City,1445
338,4,67600000,New Property,Ready To Move,Broker,No, Old Madras Road,4050
339,2,7200000,New Property,Ready To Move,Broker,Yes, Hennur,1152
340,4,41700000,New Property,Ready To Move,Broker,Yes, Whitefield,3556
341,2,8800000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1100
342,3,11000000,Resale,Ready To Move,Broker,No, Devanahalli,1099
343,4,33000000,Resale,Ready To Move,Broker,No, Whitefield,2616
344,4,34000000,Resale,Ready To Move,Broker,No, Sarjapur Road,3000
345,3,15800000,New Property,Ready To Move,Broker,No, Sarjapur Road,1661
346,3,20500000,New Property,Ready To Move,Broker,No, Kanakapura Road,1748
347,2,20100000,New Property,Ready To Move,Broker,No, Whitefield,938
348,2,8446000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1165
349,3,14000000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1750
350,2,15200000,Resale,Ready To Move,Broker,No, Chikkavaderapura,1685
351,2,7524000,Resale,Ready To Move,Broker,No, Whitefield,658
352,4+,25000000,Resale,Ready To Move,Broker,No, Sarjapur Road,3500
353,2,12100000,New Property,Ready To Move,Broker,No, Chikkavaderapura,1345
354,4,40700000,New Property,Ready To Move,Broker,No, Whitefield,2968
355,3,21000000,Resale,Ready To Move,Broker,No, Sarjapur Road,1953
356,2,11200000,New Property,Ready To Move,Broker,No, Whitefield,673
357,4,47000000,New Property,Ready To Move,Broker,Yes, Bannerghatta Road,3891
358,2,15000000,New Property,Ready To Move,Broker,Yes, Gunjur,1660
359,3,7807000,New Property,Ready To Move,Broker,Yes, Koppa Begur Road,1859
360,3,15300000,New Property,Ready To Move,Broker,Yes, Gunjur,1685
361,2,12600000,New Property,Ready To Move,Broker,Yes, Whitefield,1535
362,1,5500000,New Property,Ready To Move,Broker,Yes, Rayasandra,632
363,3,2523000,New Property,Ready To Move,Broker,No, Whitefield,1303
364,3,6863000,New Property,Ready To Move,Broker,No, Whitefield,1750
365,3,9812000,New Property,Ready To Move,Broker,No, Whitefield,1191
366,2,6971000,Resale,Ready To Move,Broker,No, Devanahalli,726
367,3,10500000,Resale,Ready To Move,Broker,No, Whitefield,901
368,4,21900000,New Property,Ready To Move,Broker,No, Sarjapur Road,2244
369,3,16700000,Resale,Ready To Move,Broker,No, Sarjapur Road,1437
370,3,25900000,New Property,Ready To Move,Broker,No, Whitefield,2231
371,3,7502000,New Property,Ready To Move,Broker,No, Devanahalli,1747
372,2,6767000,New Property,Ready To Move,Broker,No, Devanahalli,997
373,4,41900000,Resale,Ready To Move,Broker,No, Whitefield,2968
374,2,11800000,New Property,Ready To Move,Broker,No, Devanahalli,1211
375,3,15400000,New Property,Ready To Move,Broker,No, Whitefield,922
376,3,18400000,New Property,Ready To Move,Broker,No, Chikkavaderapura,1990
377,4,34600000,Resale,Ready To Move,Broker,No, Whitefield,2451
378,3,22700000,New Property,Ready To Move,Broker,Yes, Devanahalli,2540
379,3,14600000,New Property,Ready To Move,Broker,Yes, Vijaya Nagar,1490
380,4,31700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,2550
381,2,15900000,New Property,Ready To Move,Broker,Yes, Haralur Road,1425
